"ec","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","description"
"4.2.1.126",12942.82,4397.23,5964.49,8531,10927.29,34751,5484,1216.4,20300.29,6292.97,6420,25185.06,14200.14,2877,12533.77,6595.48,6390.17,1376.67,6212.34,22579.5,10758.881,"N-acetylmuramic acid 6-phosphate etherase"
"1.2.7.1",3036.84,2105.46,8172.88,6666.27,17439.81,15282.5,1325,374.4,29178.12,2209.21,7421.44,15347.51,9160.08,645.23,11708.31,3259.13,21915.77,33195.94,13940.49,12349.6,10736.6995,"Pyruvate synthase"
"3.4.21.105",13657.71,5288.51,5573.03,9549.2,16385.37,20674.3,9652,301.4,22241.08,6909.89,6819.33,19006.27,17120.47,2860.95,12392.49,10989.55,5708.74,1716.57,12311.75,15413.1,10728.5855,"Rhomboid protease"
"2.7.4.1",13022.79,3674.83,7396.96,8888.97,24331.54,7369.2,8831.75,2740,4223.02,7467.32,8231.59,11082.6,10211.04,3130.37,12547.65,16036.73,38235.82,3643.97,19000.1,3410.75,10673.85,"Polyphosphate kinase"
"6.3.5.4",2115.5,3246.4,3274.65,2047.67,42649.83,17617.5,5770.75,1235.4,22531.16,2430.61,4921.1,18532.08,23512.91,456.1,5185.86,8241.17,17576.39,4065.05,15069.59,12755.25,10661.7485,"Asparagine synthase (glutamine-hydrolyzing)"
"2.3.1.61",12761.17,3987.71,6697.18,8625.9,2363.36,8126.2,9722.75,31086,19985.21,6602.5,7860.76,8259.5,2826.47,3050.17,10393.4,15519.15,34563.66,2627.59,14533.25,3623.75,10660.784,"Dihydrolipoyllysine-residue succinyltransferase"
"1.2.1.18",25039.67,7081.28,3086.52,16869.4,3957.18,7305.5,8428,1476.4,5492.38,11833.8,11715.2,8708.07,2815.93,5545.75,18478.08,13485.81,33138.5,1695.75,16371.85,10604,10656.4535,"Malonate-semialdehyde dehydrogenase (acetylating)"
"1.2.1.27",25039.67,7081.28,3086.52,16869.4,3957.18,7305.5,8428,1476.4,5492.38,11833.8,11715.2,8708.07,2815.93,5545.75,18478.08,13485.81,33138.5,1695.75,16371.85,10604,10656.4535,"Methylmalonate-semialdehyde dehydrogenase (CoA acylating)"
"2.7.7.12",13656.66,6696.03,7281.47,8456.3,24297.38,18416.6,4490,329.8,7738.02,7461.69,8987.46,20696.15,18390.65,3061.5,14084.27,6951.3,3334.42,4988.54,13279.09,19808.1,10620.2715,"UDP-glucose--hexose-1-phosphate uridylyltransferase"
"3.6.3.25",25033.78,5313,10096.79,16825.47,4949.01,8554,8515.5,510,2266.58,11403.82,10784.76,6540.06,1875.78,5780.03,17018.02,12989.66,35759.74,1551.66,19240.36,6297.5,10565.276,"Transferred entry 7.3.2.3"
"2.1.1.13",15161.89,3325.49,6899.06,10535.87,27880.76,6462.2,5308.75,1358,20018.58,7309.14,8757.61,7758.64,6261.69,3124.39,10107.03,12300.23,31962.75,2640.48,19791.9,3349.75,10515.7105,"Methionine synthase"
"2.3.1.241",12849.08,3366.83,11044.49,8655.3,5764.65,8040.7,14302.5,1442,19507.02,7212.5,7883.22,8554.46,3153.68,5835,10804.12,16805.16,46537.74,2269.66,11992.5,3885,10495.2805,"Kdo(2)-lipid IV(A) lauroyltransferase"
"6.2.1.1",12626.93,5616.54,6469.2,8685.07,3504.05,22465.8,5434.75,1050.4,21539.76,7649.47,6612.09,17345.19,6149.51,3050.84,12660.13,8314.28,23735.29,1984.1,19241.72,15536.75,10483.5935,"Acetate--CoA ligase"
"4.4.1.11",24965.13,5652.28,18956.49,20963.2,3463.58,7694,8100,0,6756.73,10938.6,14119.55,3421.04,121.36,5696.55,17132.68,14670.12,4352.57,28662.68,7771.68,5798.6,10461.842,"Methionine gamma-lyase"
"3.1.13.3",1393.9,2687.34,2897.71,5431.87,24251.42,16901.8,1194,301.4,27673.69,2108.72,6043.02,18564.02,17391.47,355.33,9412.15,3410.91,10488.74,30492.01,15279.36,12414.6,10434.673,"Oligonucleotidase"
"3.6.3.29",13990.53,3696.38,11786.07,14598.57,8597.37,4815.2,4329.75,1118,8049.47,6491.32,12005.59,5176.08,2093.72,3329.2,12762.73,13540.08,36474.99,30233.55,12371.43,3208.75,10433.439,"Transferred entry 7.3.2.5"
"3.2.1.22",2064.33,435.99,614.18,195,38899.05,69779,3112,62,50785.08,1248.8,603.54,7560.38,17708.1,59.79,1370.44,722.65,931,130,11541.65,501,10416.199,"Alpha-galactosidase"
"2.7.1.45",13746.73,4762.44,5431.18,8510.4,22939.1,32324.8,5526,639.4,19517.41,6704.43,6527.93,16719.3,11670.31,3008.58,11871.35,6871.99,6079.61,1141.1,8690.91,15187.5,10393.5235,"2-dehydro-3-deoxygluconokinase"
"2.7.1.6",13671.64,4851.96,6234.8,8532.3,26047.61,18396.8,5343,265.4,21404.55,6722.22,7203.8,17967.77,16679.04,2993.83,11338.57,6857.03,3302.09,2845.54,11954.66,15211.1,10391.1855,"Galactokinase"
"2.3.1.117",13618.42,5261.3,6565.42,9395.1,11606.39,20456,4425.75,31151.4,5384.97,6767.89,7686.51,10586.4,13543.58,3082.83,9760.46,6726.7,15593.56,3292.78,11297.03,7962.35,10208.242,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
"3.5.2.7",12646.03,5197.78,3952.73,12835,4913.86,5132.8,4373,374.4,10171.46,6719.3,12269.28,12138.82,3560.92,3177.5,15776.32,13527.15,23107.29,29794.2,9142.28,15165.5,10198.781,"Imidazolonepropionase"
"1.3.1.14",1412.23,2644.01,2719.92,5425.87,23882.75,15834.8,1194,442.4,27659.56,2120.39,6011.58,16417.38,16797.68,320.66,9246.15,3426.62,10087.74,30442.01,15202.46,12414.6,10185.1405,"Dihydroorotate dehydrogenase (NAD(+))"
"1.5.1.20",13929.42,3724.04,8651.28,9526.07,16775.15,7918.4,5278.75,1625,21171.99,6661.32,8942.05,8667.44,5423.2,5862.82,10207.49,12061.98,32173.24,4179.5,17436.25,3372.75,10179.407,"Methylenetetrahydrofolate reductase (NAD(P)H)"
"6.5.1.3",24995,5494,9798.81,16798,3784.58,7958.2,9176.75,72,18495.54,10882,12433.86,4623.73,547.31,5545.25,15354.26,14401,23979.6,1577.8,11244.35,6237.25,10169.9645,"RNA ligase (ATP)"
"1.7.99.1",14081.21,2959.63,8194.67,15661.17,10564.51,3434,5176.75,16,27544.26,6756.98,11355.29,4026.79,2231.25,3325.04,12769.81,8423.17,19189.7,32617.15,11140.62,3365.95,10141.6975,"Hydroxylamine reductase"
"1.3.1.76",15720.16,3625.69,8771.4,11522.94,23632.69,5789.7,4360.5,1032,7512.27,6168.76,9084.36,7302.41,8008.09,3420.15,10706.82,7712.59,34404.8,7328.88,22190.32,3457.8,10087.6165,"Precorrin-2 dehydrogenase"
"3.5.3.11",25677.89,6220.88,7583.77,17834.07,16067.48,8932,8444,275,5249.63,11265,11665.77,8628.35,4613.86,5877.5,16152.77,14449.65,5436.27,3994.17,17056.93,5886,10065.5495,"Agmatinase"
"6.4.1.3",12548.88,5339.71,3327.01,12724.7,3074.43,6335.5,4178,59123,6120.32,6026.5,9068.5,3949.45,1482.61,3154.14,10917.9,7298.58,6012.97,28304.63,9244.48,3008.5,10061.9905,"Propionyl-CoA carboxylase"
"1.8.4.14",12920.17,3020.78,5853.17,12731.3,9205.19,20503.2,5190,1243,23614.3,5951.42,8738.89,6968.31,9293.47,3029.66,12098.86,9223.79,6608.79,27762.77,13243.04,3146.1,10017.3105,"L-methionine (R)-S-oxide reductase"
"1.1.1.35",25078.96,6391.88,6828.29,16894.1,3804.58,9188,8505.75,732,3399.02,11457,10638.12,7508.78,1644.54,5848.17,17699.11,14107.48,25821.36,1967.33,16416.85,6124.25,10002.7785,"3-hydroxyacyl-CoA dehydrogenase"
"3.5.4.2",13143.87,3612.71,7936.09,9406.9,15266.29,7744.7,4340.75,1231,7616.66,6587.99,7987.62,17658.43,14117.57,3000.15,12810.43,8565.05,24371.26,6812.73,17141.72,10674.75,10001.3335,"Adenine deaminase"
"3.6.3.41",12771.79,3226.5,2248.86,8551.17,2021.72,5293.4,8703,60965,1609.86,6023.5,7595.26,3671.42,1446.57,2871.71,9104.96,13436.83,32473,1727.33,13072.5,3156.5,9998.544,"Transferred entry 7.6.2.5"
"3.1.13.5",12749.79,3556.83,6154.49,8623,2407.96,5641.4,8723.75,61372,1618.36,5983.5,7623.36,4174.03,1538.31,3044.67,9194.13,13880.5,29981.34,1747,8430.25,3417.75,9993.121,"Ribonuclease D"
"2.7.7.73",25387.34,5714.28,11175.94,16881.04,7634.19,8102,8335,72,4837.7,10944.42,13282.93,5996.15,1948.72,5910.66,16073.82,16196.33,14881.01,4636.9,15785.41,5920.6,9985.822,"Sulfur carrier protein ThiS adenylyltransferase"
"2.7.7.85",2395.72,2804.74,4243.33,6354.07,23751.92,15894.8,212,275.4,13402.32,2169.81,7434.53,17279.74,17427.13,489.49,9348.42,3705.89,10839.44,33368.6,15661.07,12271.2,9966.481,"Diadenylate cyclase"
"1.1.1.37",12810.17,3517.71,6331.05,8631.9,3018.76,5971,6307,30160,36258.91,6243.5,7513.76,7452.93,1778.04,3050.17,9964.3,12942.15,20263.99,2248.7,11053.75,3392.5,9945.5145,"Malate dehydrogenase"
"1.13.12.16",12901.26,3873.26,3478.06,8673.87,2212.72,7497.7,8853.75,1735,5380.32,6997.5,9790.23,6738.93,3264.43,3144.97,11991.01,18500.39,54557.71,4214.11,21460.6,3529.75,9939.7785,"Nitronate monooxygenase"
"4.1.2.48",13224.32,4386.23,6137.25,12879.5,16137.71,6065.2,5313,2150.4,23638.12,6888.12,9899.31,8654.64,5046.82,2999.36,13349.65,7955.89,7887.81,27540.13,9805.51,7798.5,9887.8735,"Low-specificity L-threonine aldolase"
"5.4.2.7",13740.02,4922.51,6709.58,9410.2,20666.21,19355.8,4358,275.4,6977.25,6504.22,7673.34,17237.06,15779.43,3031.66,12048.56,8569.85,5554.54,3964.01,15688.68,15132.1,9879.921,"Phosphopentomutase"
"6.3.2.1",13708.13,3736.44,7754.98,8679.77,6397.79,6450.2,9686.75,2092,21942.17,6718.92,8917.64,8605.83,3996.41,3116.33,10853.39,15716.95,34789.82,5022.7,15623.28,3598.35,9870.3925,"Pantoate--beta-alanine ligase (AMP-forming)"
"2.4.1.21",14115.17,2989.16,3326.38,13629.4,14326.01,18931.2,5218,1276,23717.72,6340.32,9762.11,7182.85,6528.14,3117.36,13703.89,7520.46,4738.08,28961.44,8544.01,3080.5,9850.41,"Starch synthase"
"4.3.1.1",13038.59,2814.9,6186.03,12841.6,4679.72,20609.2,4174.75,2018,7160.16,5822.07,8782.49,6447.72,2174.72,3074.52,15569.82,9436.44,25374.99,28179.69,14849.47,3240.35,9823.7615,"Aspartate ammonia-lyase"
"2.1.1.79",13485.84,4035.5,7306.37,8612.87,13448.61,5069.2,9676,1606,20049.92,6828.49,8550.19,6354.1,11956.3,3138.7,9732.83,13963.9,33485.72,3874.57,11401.9,3248.5,9791.2755,"Cyclopropane-fatty-acyl-phospholipid synthase"
"1.1.1.31",902.96,2483.28,3150.15,1175.97,3230.28,18311.3,770.75,1053.4,6314.38,2092.97,4276.89,18630.5,8286.55,494.55,9547.33,4280.54,71319.32,3978.32,22678.14,12516.25,9774.6915,"3-hydroxyisobutyrate dehydrogenase"
"2.4.2.19",13769.96,3937.11,2830.83,9621.77,7093.54,6670.2,9686.75,1264,21061.92,7082.92,8480.74,8143.71,4404.51,3076.33,10999.94,15309.45,36253.6,3172,18107.13,3575.35,9727.088,"Nicotinate-nucleotide diphosphorylase (carboxylating)"
"3.5.4.19",13892.53,3309.71,9929.2,9503.07,16151.54,21444.4,5239.75,2338,20388.27,6488.32,5953.34,8413.08,5411.14,3001.53,10245.15,9196.31,21155.46,1990.83,16970.73,3403.75,9721.3055,"Phosphoribosyl-AMP cyclohydrolase"
"4.3.1.3",12617.32,4781.78,4041.78,12892,4823.86,5290.8,4470,494.4,8585.6,6628.3,12216.28,12820.18,3500.92,3201.5,15305.32,11903.15,18535.29,29076.2,8070.88,15077.5,9716.653,"Histidine ammonia-lyase"
"3.2.2.20",13092.79,5113.23,2217.41,8451.9,16494.96,20266.8,5409.75,584.4,19632.9,6279.62,6426.79,17195.83,15620.31,2917.03,11985.64,9336.74,8350.05,709.94,8666.74,15448.75,9710.079,"DNA-3-methyladenine glycosylase I"
"2.6.1.2",12584.99,5668.9,5384.22,8512.9,5569.79,20521.8,9800.75,507.4,19883.21,7162.47,6468.56,17367.05,7376.41,2947.67,12008.88,9078.83,16800,887.97,10073.92,15585.75,9709.5735,"Alanine transaminase"
"2.3.1.181",12664.79,3540.83,6266.06,8615.07,2356.79,6008.2,9722.75,30964,18488.41,6446.5,7663.69,5378.73,1714.71,3018.67,9731.21,14025.83,32263.24,1980.54,8469.95,3535.75,9642.786,"Lipoyl(octanoyl) transferase"
"2.1.1.187",13169.17,5003.78,5572.47,8444.5,12480.89,19642.8,4413.75,198.4,5074.85,6709.62,6717.6,16707.41,12642.7,2943.53,12470.13,8036.42,18003.84,1673.59,17302.63,15369.75,9628.8915,"23S rRNA (guanine(745)-N(1))-methyltransferase"
"2.5.1.90",12664.79,3224.83,6157.23,8613.07,2365.79,5996.2,9722.75,30964,18488.41,6418.5,7657.69,5436.08,1670.54,2980,9731.41,13870.33,32184.97,1971.63,8468.6,3535.75,9606.1285,"All-trans-octaprenyl-diphosphate synthase"
"5.4.3.8",13826.37,4133.32,7723.25,9615.27,10428.96,6885,8694,530,5900.17,6757.92,8926.54,9572.49,6353.79,3203.83,10227.86,16074.77,33858.51,4906.37,21035.18,3170.1,9591.185,"Glutamate-1-semialdehyde 2,1-aminomutase"
"6.3.1.1",13526.35,4827.63,6678.95,9627.7,23162.86,4573.8,5260,106.4,22476.05,6887.23,8057.65,13290.1,13519.03,3001.8,13090.61,7105.54,4916.97,4515.84,11623.19,15214.1,9573.09,"Aspartate--ammonia ligase"
"1.3.5.2",12712.79,3306.83,6264.72,8578.57,2058.89,20093.2,8743.75,30894,1579.41,6239.67,7590.09,6349.91,4374.38,3022.67,9338.78,14036.83,32464.71,1795.83,8601.5,3368.75,9570.764,"Dihydroorotate dehydrogenase (quinone)"
"3.4.17.14",806.66,2367.01,3416.86,4398.3,12433.1,30886.8,212,312.4,11175.69,2343.89,6304.19,19178.77,12076.37,344.66,10643.79,3405.69,9808.18,31990.72,16988.28,12270.6,9568.198,"Zinc D-Ala-D-Ala carboxypeptidase"
"2.5.1.48",25246,6067.28,11089.87,16879.6,3594.08,22070.5,8255,315,3267.95,11113.24,11278.81,5715.85,2316.91,5723.98,15669.82,13054.95,8204.77,3541.01,11973.43,5798.6,9558.8325,"Cystathionine gamma-synthase"
"2.7.9.2",13679.97,3084.23,7619.53,13706.68,17062.91,3795,4257.75,149,8230.93,6233.74,10343.73,4270.69,5114.62,3243.52,12931.39,8224.34,23187.86,30531.55,12159.09,3175.35,9550.094,"Pyruvate, water dikinase"
"3.6.3.2",12780.82,6113.63,5934.09,9305.67,12716.49,18506.6,4542.75,239.8,5445.79,7077.6,7545.92,17079.75,13045.76,2899.71,14360.41,6569.24,15390.81,1011.11,9816,20022.75,9520.235,"Transferred entry 7.2.2.14"
"2.7.9.3",12887.19,2926.9,7174.82,13651.87,9373.54,4524,8599.75,149,7738.28,6623.92,10225.74,5022.42,2979.49,3115.16,12425.85,10792.63,25461.09,30323.78,12183.78,3312.35,9474.578,"Selenide, water dikinase"
"2.1.2.11",13631.97,3666.44,4154.98,8655.77,5150.79,6106.2,9686.75,1222,22205.17,6700.92,8900.14,8515.8,3132.57,3108.33,10768.32,15264.45,33868.02,5323.3,15099.28,3598.35,9437.9775,"3-methyl-2-oxobutanoate hydroxymethyltransferase"
"6.1.1.18",13307.64,3360.56,7368.83,8589.77,14249.61,5346,9686.75,381,20115.67,6875.92,8833.99,6852.59,4341.1,3046.16,9645.98,14222.46,31425,4244.94,12292.34,3510.35,9384.833,"Glutamine--tRNA ligase"
"1.2.4.2",12757.17,3654.71,2714.88,8617.9,2188.96,6753.2,8740.75,31920,3342.41,6416.5,7702.76,6826.1,2624.07,3042.17,10123.9,15029.15,34296.66,2364.59,14421.75,3456.75,9349.719,"Oxoglutarate dehydrogenase (succinyl-transferring)"
"3.1.3.97",15723.17,3367.89,6127.61,16236.27,19343.64,3768,4257.75,149,7603.59,7160.56,9673.99,4581.08,3896.09,3220.55,11194.89,8944.68,20490.3,27637.54,9455.77,3149.35,9299.086,"3',5'-nucleoside bisphosphate phosphatase"
"2.1.2.10",12650.97,3097.11,6818.95,12730.37,3138.21,6356.2,5206.75,1284,22271.11,6256.1,8893.89,6875,2679.3,3032.97,14208.09,7525.95,19085.06,27728.57,12691.85,3319.35,9292.49,"Aminomethyltransferase"
"2.5.1.72",13768.58,3619.23,2638.2,9588.27,7093.54,5594.2,9686.75,1225,21010.12,7054.92,8440.74,7612.53,4239.51,3061.83,10400.64,15150.2,31131.78,2942.08,18002.95,3575.35,9291.821,"Quinolinate synthase"
"2.1.1.217",1352.23,2340.01,2677.58,5344.2,23398.92,15872.8,212,275.4,10792.89,1903.72,5973.98,17322.7,17008.68,320.66,8838.65,3360.29,10415.74,30428.01,15097.88,12247.6,9259.197,"tRNA (adenine(22)-N(1))-methyltransferase"
"6.1.1.24",1368.23,2340.01,2659.58,5344.2,23437.92,15872.8,212,275.4,10836.89,1903.72,5965.98,16853.26,17055.79,320.66,8815.65,3390.85,10132.74,30402.01,15141.88,12247.6,9228.8585,"Glutamate--tRNA(Gln) ligase"
"3.2.1.51",285.19,241.97,1123.28,656,7160.69,42272,5892,96,101743,1482,745,6600.12,3165.63,4,3968.17,128.33,2270.19,592.14,4548.53,1002,9198.812,"Alpha-L-fucosidase"
"2.1.1.191",2011.92,2247.6,1978.33,1998.8,18432.26,15946.3,2324.75,442.4,40429.08,2728.12,3029.25,19474.68,10845.22,328.57,6245.21,2426.82,20112.56,3959.11,16008.16,12839.25,9190.4195,"23S rRNA (cytosine(1962)-C(5))-methyltransferase"
"2.7.1.66",1182.87,2353.01,2792.92,5422.2,10234.92,15872.8,1194,291.4,27555.56,2074.39,5965.36,16575.58,13328.68,316.66,9308.15,3266.62,9963.07,30440.01,13183.89,12414.6,9186.8345,"Undecaprenol kinase"
"1.2.1.88",12636.97,3400.11,6367.17,8694.2,2308.36,7975.4,5335.75,32612,18077.61,6036.1,7491.56,7171.1,2315.07,3033.97,9826.43,11780.28,22917.8,2037.43,9727.25,3399.35,9157.1955,"L-glutamate gamma-semialdehyde dehydrogenase"
"2.3.1.28",24964.95,5249.33,6057.53,17832,7039.65,9276,9220.75,220,18633.04,10808.82,10513.93,5954.36,2293.69,5661.94,17939.15,12358.97,3665.14,1041.72,7480.8,6203.25,9120.751,"Chloramphenicol O-acetyltransferase"
"3.5.1.108",12678.79,3208.83,6107.23,8586.4,3885.36,5981.2,10668.75,1493,35000.41,6533.5,7617.36,6328.93,1802.54,2954,9694.61,13848.33,32078.37,1819.83,8419.75,3653.75,9118.047,"UDP-3-O-acyl-N-acetylglucosamine deacetylase"
"2.5.1.141",12804.55,3632.26,6421.26,8631.8,2246.29,7575.2,8728.75,30722,4509.16,6428.5,7557.76,8294.48,2849.57,3081.67,10298.15,16971.4,22864.24,2800.32,12383,3544.75,9117.2555,"Heme o synthase"
"3.5.1.2",13681.28,4675.29,14740.28,12674.47,8247.2,6336,4278,973.4,9984.16,6558.9,10951.37,7808.6,8137.86,3246.47,11722.63,8512.44,4496.4,30893.68,6350.36,7675.1,9097.1945,"Glutaminase"
"2.8.1.10",13230.79,3651.11,7648.09,8672.77,8323.14,7070.2,8704.75,1157,5250.67,6574.92,9014.14,8221.87,4141.64,3116.33,10829.07,15737.95,34447.97,5173.5,17274.51,3431.35,9083.5885,"Thiazole synthase"
"2.4.2.2",1062.85,2683.01,3660.01,5356.6,10303.17,16181.3,393.75,261.4,12553.39,2058.54,6543.59,16390.68,12209.02,619.4,9010.89,3334.92,21595.88,32127.65,12731.2,12528.85,9080.305,"Pyrimidine-nucleoside phosphorylase"
"3.5.4.1",13240.08,3558.83,5725.76,8683.4,5632.29,19478.2,4529.75,30914,1859,5525.5,7628.79,4427.86,3903.55,3085.67,9199.78,11357.5,28954.79,1826.8,8273.96,3231.75,9051.863,"Cytosine deaminase"
"2.7.7.61",24884.8,5206.4,1918.65,16810.7,12597.58,34085,8362,0,1313,10577.43,10287.18,4365.51,3597.28,5726.8,14336.53,11801.15,810.26,536.2,7744.64,5775.6,9036.8355,"Citrate lyase holo-[acyl-carrier protein] synthase"
"5.3.4.1",12724.17,3467.71,6307.58,8542.4,5385.96,5098,13112.75,394,3578.61,6734.5,7644.36,11272.55,6922.5,3015.5,10020.8,17829.65,33502.32,2268.59,10274.5,10936.75,8951.66,"Protein disulfide-isomerase"
"3.5.1.104",373.17,2437.49,3142.32,4255.17,13939.5,30820.8,341,129.4,10767.27,1515.3,6153.54,17989.91,10800.63,500.71,7217.04,2975.71,6697.91,30695.29,15678.49,12267,8934.8825,"Peptidoglycan-N-acetylglucosamine deacetylase"
"5.3.1.13",12678.79,3191.83,6107.23,8586.4,4053.03,19957.7,9814.75,1491,18413.41,6391.5,7625.79,5630.66,1835.22,3005.71,9670.04,13841.22,32083.37,1819.83,8388,3486.75,8903.6115,"Arabinose-5-phosphate isomerase"
"3.6.1.45",12661.82,2740.04,2072.08,13551.97,15775.72,4617.5,5293,65,23828,6313.5,8822.55,6397.15,5163.46,3192.21,11359.23,8601.29,4797.05,26767.15,12637.43,3142.5,8889.9325,"UDP-sugar diphosphatase"
"1.2.1.70",13811.82,3786.44,3888.48,9570.27,9585.96,6191,8694,467,5810.17,6635.92,8879.14,8002.34,6086.03,3170.33,9992.77,15458.45,33183.29,4764.7,16259.33,3170.1,8870.377,"Glutamyl-tRNA reductase"
"1.7.1.13",13532.5,3392.71,6117.24,8606.07,4224.29,5239.2,9686.75,1385,20191.97,6563.32,7705.09,6915.28,2321.97,2986.86,10047.9,15389.65,32552.32,2349.7,14548,3574.75,8866.5285,"PreQ(1) synthase"
"2.8.3.16",24906,5851,2432.02,16762.8,11099.58,6132.2,8412.75,1046,1815.94,11256,10440,3540.86,5094,5515.92,15642.59,11927.49,18114.07,823.99,10436,6036.25,8864.273,"Formyl-CoA transferase"
"3.4.22.40",48,5553.2,370.76,273,30130.5,16739.4,1449,370.2,23600,2630.57,3015.6,21012.53,30545.07,11,7243.07,423,3688.6,588.8,7249.83,21782,8836.2065,"Bleomycin hydrolase"
"3.1.2.21",1511.71,2226.13,1788.23,5242.87,20756.89,15800.8,1194,199.4,25295.36,1859.39,5421.33,15520.96,16081.12,286.16,7010.56,1467.19,5920.52,28458.45,8293.43,12323.6,8832.905,"Dodecanoyl-[acyl-carrier-protein] hydrolase"
"4.1.2.50",13569.17,3311.71,6401.34,8527.07,4171.72,7355.2,9656.75,1283,20032.57,6215.32,7666.24,8483.65,2727.87,2990.86,9509.71,15317.32,29129.52,2122.37,14590,3574.75,8831.807,"6-carboxytetrahydropterin synthase"
"4.2.3.12",13569.17,3311.71,6401.34,8527.07,4171.72,7355.2,9656.75,1283,20032.57,6215.32,7666.24,8483.65,2727.87,2990.86,9509.71,15317.32,29129.52,2122.37,14590,3574.75,8831.807,"6-pyruvoyltetrahydropterin synthase"
"4.1.1.15",13263.5,6766.63,9783.68,8373.17,6503.56,17506.1,4308,239.8,11483.32,7401.1,10684.59,12871.82,6957.8,3133.96,11757.69,6627.57,848.27,10434.64,7616.03,19876.5,8821.8865,"Glutamate decarboxylase"
"1.16.3.2",13772.62,2928.23,7158.84,12867.8,3746.28,5278,5131,128,25288.72,6418.92,9772.31,4439.61,1415.64,3126.83,12823.01,9328.7,7799.07,30118.04,11659.14,3169.1,8818.493,"Bacterial non-heme ferritin"
"3.5.4.13",12677.79,3527.9,6537.81,9508.7,2294.29,4991.2,8740.75,30938,2331.17,6407.92,7966.16,4031.53,1505.31,3074.83,9485.21,14194.63,32826.51,2397.23,8579.05,3369.35,8769.267,"dCTP deaminase"
"2.1.1.226",1341.23,2541.34,2440.68,5258.77,23656.69,16493,212,1085.4,8685.56,1820.39,5662.58,16505.13,16910.45,326.33,7291.75,1903.78,8643.61,28920.01,13455.21,12156.6,8765.5255,"23S rRNA (cytidine(1920)-2'-O)-methyltransferase"
"2.1.1.227",1341.23,2541.34,2440.68,5258.77,23656.69,16493,212,1085.4,8685.56,1820.39,5662.58,16505.13,16910.45,326.33,7291.75,1903.78,8643.61,28920.01,13455.21,12156.6,8765.5255,"16S rRNA (cytidine(1409)-2'-O)-methyltransferase"
"2.7.9.1",1307.99,2955.46,2448.59,5434.3,13477.92,14602.8,245,29604.4,8723.55,1875.37,5714.19,12962.86,7074.16,312.52,8558.79,1818.97,9796.34,29623.45,6506.01,12208.6,8762.5635,"Pyruvate, phosphate dikinase"
"2.8.4.4",13830.35,3691.56,7549.69,9599.77,16752.61,5301.5,9674.75,381,20600.78,6964.92,9102.31,7139.66,4495.53,3008.16,9166.25,14305.96,16470.03,4449.44,9109.34,3510.35,8755.198,"[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase"
"2.7.1.170",12820.99,4907.9,6125.88,8508.4,1922.89,19955,8833.75,1318.4,3196.54,7021.63,8488.89,7791.24,3314.9,2954,12132.6,13836.74,32255.11,1862.58,9672.72,8060.75,8749.0455,"Anhydro-N-acetylmuramic acid kinase"
"1.1.1.133",2199.48,2219.46,1939.31,1171.37,30193.26,16174,1424.5,1409.4,21266.91,1622.21,2183.47,13568.51,19869.75,159.19,6008.54,783.15,32870.98,1568.01,12792.96,5431.1,8742.778,"dTDP-4-dehydrorhamnose reductase"
"3.6.1.7",13598.62,4991.23,5053.15,9267.5,19491.64,18321.8,4384,385.4,3439.02,6233.29,6548.96,14747.76,15456.24,2927.03,11002.8,6853.33,6054.07,903.47,9735.54,15020.5,8720.7675,"Acylphosphatase"
"2.5.1.129",12666.79,3527.5,6844.28,8518.67,3092.65,4236,8771.75,29818,3329.61,6377.5,8552.09,3955.18,2073.71,3045.71,8815.31,13953.33,30797.77,4167.74,8474.08,3391.75,8720.471,"Flavin prenyltransferase"
"2.1.1.64",12664.79,3509.5,6103.47,8556.4,2343.69,4991.2,8763.75,30938,1577.61,6269.5,7603.36,5637.17,1489.5,3023.67,9519.9,13856.4,33605.44,1905.47,8378.75,3368.75,8705.316,"3-demethylubiquinol 3-O-methyltransferase"
"2.1.1.222",12664.79,3509.5,6103.47,8556.4,2343.69,4991.2,8763.75,30938,1577.61,6269.5,7603.36,5615.92,1489.5,3023.67,9519.9,13856.4,33605.44,1905.47,8375,3368.75,8704.066,"2-polyprenyl-6-hydroxyphenol methylase"
"3.1.26.8",1282.87,2338.01,2628.58,5344.2,18512.67,15872.8,212,275.4,10783.89,1903.72,5853.19,15861.56,15864.79,320.66,8833.65,3127.52,10391.74,30424.01,11914.73,12247.6,8699.6795,"Ribonuclease M5"
"3.2.1.37",1167.96,165.73,636.59,4309.8,10231,84079,1177,266,20727.92,515.58,3216.2,3002.18,5090.59,246.52,3196.94,1100.8,3917.87,25842.54,4563.97,167.6,8681.0895,"Xylan 1,4-beta-xylosidase"
