"ko","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","description"
"ko:K10119",307.77,111.88,444.22,1819.9,26058.58,42576,115,79,1476.56,249.81,842.14,13865.39,10405.53,190.22,2662.07,970.9,871.67,522.92,11967.87,7392,6146.4715,"raffinose/stachyose/melibiose transport system permease protein"
"ko:K02575",12529.17,2948.38,6084.62,8421.5,1973.29,4162.5,4453.5,400,1726.36,6051.5,5790.62,3299.94,676.71,3092.55,8668.65,9526.32,27870.62,813.76,10798.5,3410,6134.9245,"MFS transporter, NNP family, nitrate/nitrite transporter"
"ko:K09954",12593.79,2889.83,5609.4,8440.9,1979.96,4618,4256,192,1480.66,5442.5,7514.36,2993.18,428.64,2915,8475.76,11295.83,28876.2,1578.33,8080.5,2921.5,6129.117,"uncharacterized protein"
"ko:K07223",12486.5,2809.5,8667.39,8392.07,5755.29,6974,4238.75,189,1409.27,5414.5,5362.69,5913.32,5515.04,2947.67,8173.18,6809,13727.7,696.5,13937.5,3148.75,6128.381,"porphyrinogen peroxidase [EC:1.11.1.-]"
"ko:K07667",12957.15,3398.83,6172.59,9356.4,16127.96,4591.2,4208,1022,2634.86,5549.67,6229.07,5973.44,4661.24,3037.67,10222.83,6932.16,5905.47,2815.13,7778.74,2910.5,6124.2455,"two-component system, OmpR family, KDP operon response regulator KdpE"
"ko:K02116",12856.17,3051.78,5356.44,8483.27,2002.72,5480.2,4257.75,1347,2993.01,5832.1,5582.89,4860.02,1203.48,2921.3,9597.09,8038.16,20603.58,1856.51,12878.35,3237.35,6121.9585,"ATP synthase protein I"
"ko:K18104",12574.17,2748.38,4748.99,8399.5,9652.62,18897,4149,102,2529.86,5418.5,5269.76,5322.03,7763.4,2873.5,8008.72,7832.82,2112.95,916.87,9787.75,2975.5,6104.166,"ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]"
"ko:K01414",12548.79,2757.16,5019.73,8471.4,2291.03,4763,5239.75,348,17950.41,5828.5,5391.36,4756.93,489.54,2881,8843.01,6483.33,16928.37,756.83,6887.75,3315.75,6097.582,"oligopeptidase A [EC:3.4.24.70]"
"ko:K03457",12734.08,4385.9,7680,8433.4,2749.76,4541.5,4567,1600.4,3774.21,6054.3,6082.56,10499.05,1888.04,11106.5,10631.31,6724.83,4539.05,480.94,5751.3,7628.5,6092.6315,"nucleobase:cation symporter-1, NCS1 family"
"ko:K03814",12504.79,2618.5,5205.73,8416.4,2151.69,4763,5239.75,175,17670.41,5775.5,5374.36,3985.68,458.04,2881,8734.01,6485.33,18399.37,807.83,6801,3315.75,6088.157,"monofunctional glycosyltransferase [EC:2.4.1.129]"
"ko:K01251",12519.5,3279.16,1727.95,8505.07,4588.46,3779.7,5206.75,1087,17974.22,5866.5,5434.83,3299.83,468.07,2807.96,9147.73,6052.83,18449.48,890.24,6896.6,3315.75,6064.8815,"adenosylhomocysteinase [EC:3.3.1.1]"
"ko:K19973",94.38,1907.28,669.87,4204,214.1,15926.8,209,298.4,7415.13,1275.3,4037.93,14693.04,6483.12,159.5,6834.66,2586.66,7170.91,26412.9,8417.29,12221,6061.5635,"manganese transport system ATP-binding protein [EC:7.2.2.5]"
"ko:K02803",12795.91,2967.83,5771.16,9271,11476.29,18878.5,4248,331,2770.19,5534.82,6288.95,5256.73,6952.81,3099.74,7193.11,6679.41,392.52,2496.64,5899.77,2910.5,6060.744,"N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193]"
"ko:K16869",92.38,3641.68,386.31,47,2592.2,30342.6,418,262.8,5757.93,1805.27,2008.13,19998.99,10839.14,35.5,7647.03,1672.66,6522.2,1208.04,8967.66,16962,6060.376,"octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]"
"ko:K13788",12548.79,2728.5,9249.99,8521.17,2266.12,4090,5197.5,189,17962.11,5515.5,5393.12,3609.95,478.28,2922.38,8445.61,7010,13573.51,663.5,7243.75,3577,6059.289,"phosphate acetyltransferase [EC:2.3.1.8]"
"ko:K07259",12518.55,3048.26,5204.93,8487.4,2158.69,4081.2,5206.75,500,17997.61,5848.5,5418.36,3799.79,631.71,2883.67,8699.61,6653.33,17136.13,755.07,6835.25,3315.75,6059.028,"serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]"
"ko:K02804",12795.91,2967.83,5757.16,9271,11476.29,18878.5,4248,331,2770.19,5534.82,6288.95,5256.73,6906.81,3099.74,7193.11,6679.41,392.52,2496.64,5899.77,2910.5,6057.744,"N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]"
"ko:K05396",12483.79,2630.5,5351.82,12515.17,2718.72,3747,4246,186,4514.86,5548.5,8263.09,2756.32,248.4,3024,9843.72,7336.57,2451.07,26013.64,4305.5,2887.5,6053.6085,"D-cysteine desulfhydrase [EC:4.4.1.15]"
"ko:K04752",12548.79,2711.5,5160.43,8391.9,1949.79,18347.2,4310.75,1274,1136.36,5964.5,5415.86,3069.93,730.14,2881,8693.49,6644.66,20335.47,994.46,7307.85,3148.75,6050.8415,"nitrogen regulatory protein P-II 2"
"ko:K12339",12504.79,2618.5,5102.53,8470.9,2411.69,4763,5239.75,175,17941.96,5810.5,5393.36,4197.08,493.44,2872,8793.26,6483.33,16636.87,742.33,6849,3315.75,6040.752,"S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]"
"ko:K02298",12600.79,3050.5,5860.43,8487.9,1886.29,4962.2,8708.75,1243,1016.36,5824.5,7332.36,4412.28,1282.64,2963,8492.03,13823,19035.2,1475,4999.5,3319.75,6038.774,"cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]"
"ko:K03201",164,132,28,92,204,60,208,117948,152,108,44,297,152,146,168,100,120,60,100,196,6023.95,"type IV secretion system protein VirB6"
"ko:K03741",1142.37,990.61,1983.43,5375.8,9860.07,1220,1107,311,22033.7,1102.77,5681.7,4869.04,8339.34,398.64,4520.25,3280.45,15481.74,27200.27,5114.87,201.6,6010.7325,"arsenate reductase (thioredoxin) [EC:1.20.4.4]"
"ko:K15051",762,3778.8,343.99,0,19494.2,14809.6,347,346.8,3977.6,1650.11,1997.9,17450.28,20982.76,8,6678.91,357,2240.29,336.14,7649.5,16874,6004.244,"DNA-entry nuclease"
"ko:K02224",1234.85,516.06,5731.81,5199.94,16189.08,2053.2,992.75,1077,23149.26,795.42,4655.71,3815.77,5506.56,328.54,3416.89,2049.8,4432.63,28781.91,9618.69,451.85,5999.886,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]"
"ko:K03426",13745.15,2682.16,5602.68,8619.8,8903.44,3746,4257.75,149,1734.92,5693.32,5821.36,3933.36,2426.55,2942.03,9425.35,6804.66,18725.75,1209.13,10419.38,3148.75,5999.527,"NAD+ diphosphatase [EC:3.6.1.22]"
"ko:K03841",12504.79,2728.5,5133.23,8393.07,1844.72,4763,5239.75,497,17670.41,5775.5,5342.69,3992.68,454.14,2881,8395.51,6483.33,17019.37,703.83,6842.5,3315.75,5999.0385,"fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
"ko:K02117",1262.19,55.73,1928.09,5606.2,10025.4,28022,0,0,6104.09,900.92,4545.13,1890.58,3309.63,232.16,6472.36,1894.31,11155.86,28680.34,7885.22,6.6,5998.8405,"V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]"
"ko:K21929",187.76,1016.42,1910.62,324.2,17106.01,16657.6,184,32848,1499.9,892.17,2645.5,1800.96,8110.96,177,2574.06,5239.89,22472.6,2076.94,2149.53,83,5997.856,"uracil-DNA glycosylase [EC:3.2.2.27]"
"ko:K07114",305.74,1059.54,1193.48,2057,1614.47,2316,3055.25,227,52878.1,1325,1185.29,5619.26,819.42,396.18,2929.23,511.25,27707.48,1566.25,11871.65,1284.75,5996.117,"Ca-activated chloride channel homolog"
"ko:K07301",1095.77,645.21,8404.03,5151.17,13726.61,629.5,144.75,401,11328.89,915,6629.44,3611.79,3063.97,623.21,3803.78,2086.58,15301.36,34498.22,7476.02,353.25,5994.4775,"cation:H+ antiporter"
"ko:K03828",12504.79,2601.5,1394.15,8372.5,1927.29,17362,4161,0,1075.22,5343.49,5371.36,7242.9,2691.93,2865.36,10346.6,5858.5,13082.29,520.14,6823.07,10279.5,5991.1795,"putative acetyltransferase [EC:2.3.1.-]"
"ko:K01183",12575.15,3252.5,3517.09,8359.5,6308.58,4107,5233,282,18017.94,5521.17,5145.37,6618.38,9943.54,6183.65,7361.53,5913.3,2090.43,271.42,5970.07,3054.5,5986.306,"chitinase [EC:3.2.1.14]"
"ko:K09767",12517.59,2920.9,5282.31,8453.2,3750.29,18182,4247,149,1217.06,5701.27,5433.16,4588.73,1269,2933.47,8461.12,6638.7,17046.01,1074.28,6940.85,2888.1,5984.702,"cyclic-di-GMP-binding protein"
"ko:K02475",13554.17,4482.11,1227.88,8460,6031.89,4274.8,4470,156.4,4069.52,6150.12,6217.82,10729.31,4088.47,3078.24,11290.56,7374.89,1945.4,948.2,6021.9,15108.5,5984.009,"two-component system, CitB family, response regulator"
"ko:K04044",12505.5,2634.5,1214.43,8412.4,1886.29,3293,4357.75,29820,1111.47,5678.5,5347.36,2477.67,341.64,2938,7954.18,5884,13324.37,462.5,6824.25,3197.75,5983.278,"molecular chaperone HscA"
"ko:K03746",12721.66,3160.5,5781.77,8463.7,1991.29,4666,8776,1249,1046.28,6468.5,7312.22,4154.1,1487.28,3099.71,8222.19,13823.83,17574.6,1374.33,5050.25,3058.5,5974.0855,"DNA-binding protein H-NS"
"ko:K06042",1025.69,817.73,5680.31,5196.27,16109.98,2063.2,992.75,1077,23105.26,823.42,4626.38,3744.54,5506.56,328.54,3376.59,2039.8,4293.03,28626.11,9586.59,451.85,5973.58,"precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]"
"ko:K02123",1262.19,55.73,1928.09,5606.2,9761.4,27934,0,0,6104.09,900.92,4545.13,1833.75,3176.63,232.16,6472.36,1894.31,11141.86,28680.34,7875.22,6.6,5970.549,"V/A-type H+/Na+-transporting ATPase subunit I"
"ko:K03698",792.23,2309.34,1634.17,1050.87,14732.02,15872.8,212,275.4,6252.89,1216.72,2388.52,17647.79,13717.19,189.66,4665.45,2181.85,4903.89,3630.7,13470.03,12244.6,5969.406,"3'-5' exoribonuclease [EC:3.1.-.-]"
"ko:K02120",1156.19,51.73,1928.09,5606.2,9780.4,27934,0,0,6104.09,900.92,4545.13,1753.75,3179.63,232.16,6472.36,1874.31,11141.86,28680.34,7885.22,6.6,5961.649,"V/A-type H+/Na+-transporting ATPase subunit D"
"ko:K02188",1052.85,501.73,5584.38,5189.87,16109.98,2051.2,1003.5,1077,23113.76,795.42,4626.38,3745.37,5467.56,293.87,3337.59,2036.3,4255.83,28619.11,9586.59,713.1,5958.0695,"cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]"
"ko:K07015",230.74,2187.28,431.32,43,22586.35,15872.8,212,275.4,4102.8,1331.97,1265.1,16536.1,16664.12,35.5,4396.46,1934.32,4438.84,1057.92,13319.35,12221,5957.1185,"uncharacterized protein"
"ko:K02053",12572.09,2729.5,6304.64,8645.5,3120.43,17873.5,4380.75,1490,2123.14,5704.67,6122.61,5429.4,1089.93,2929.96,9298.78,7303.72,11828.23,2979.66,4025.16,3171.75,5956.171,"putative spermidine/putrescine transport system permease protein"
"ko:K05936",1052.85,501.73,5680.31,5196.27,15898.41,2053.2,992.75,1077,23105.26,795.42,4634.81,3752.08,5538.13,328.54,3378.02,2039.8,4293.03,28626.11,9588.59,451.85,5949.208,"precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]"
"ko:K02124",1156.19,51.73,1928.09,5606.2,9540.4,27934,0,0,6104.09,900.92,4545.13,1753.75,3172.63,232.16,6472.36,1874.31,11141.86,28680.34,7875.22,6.6,5948.799,"V/A-type H+/Na+-transporting ATPase subunit K"
"ko:K15770",1135.68,1819.4,758.85,136,10747.93,42693.8,337,278.4,2499.63,880.29,1458.53,14229.17,13199.5,56.36,6981.5,472.64,4646.7,1394.78,3078.04,12136,5947.01,"arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein"
"ko:K08963",186.29,2069.4,4979.53,4421.67,4680.93,1212.5,205,953.4,6649.44,1208.8,4644.03,10009.04,2148.12,217,8367.3,1690.64,19382.41,27405.19,6318.9,12136,5944.2795,"methylthioribose-1-phosphate isomerase [EC:5.3.1.23]"
"ko:K19005",140.38,2364.28,311.84,43,18294.1,16473.8,215,289.4,4433.8,998.14,1166.6,15537.51,22681.31,39.5,4476.7,1641.09,4078.45,910.82,12333.62,12221,5932.517,"lipoteichoic acid synthase [EC:2.7.8.20]"
"ko:K01644",12465.3,3048.9,2482.98,8574.2,9701.72,17317,4248,447,2375.5,5840.6,5922.24,3898.67,3520.81,3102.81,8305.45,6203.14,6362.84,2726.9,9107.72,2911.1,5928.144,"citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]"
"ko:K06938",12527.79,2601.5,5115.03,8406.8,1859.29,3746,4264.75,447,1597.61,6023.5,5563.36,4299.53,258.64,2872,8815.18,6457,29565.57,890.5,10098.25,3148.75,5927.9025,"uncharacterized protein"
"ko:K16345",13529.08,2633.5,13039.47,9364.5,2096.69,4609,5164,16,18051.75,5553.5,5359.22,3768.42,592.18,3029,8512.96,7700.33,7862.7,1002.83,3599,3054.5,5926.9315,"xanthine permease XanP"
"ko:K07005",963.4,913.33,2678.49,4448.34,9910.25,25.2,1964,905,39303.5,1168,4444.12,3037.34,2038.84,307.05,4715.86,1671.33,6891.87,29014,3470.24,360,5911.508,"uncharacterized protein"
"ko:K06603",900.54,122.61,1010.6,5199.2,204,15041,35,39,7014.76,633.42,3750.55,7189.61,925,236.66,6965.65,3046.88,20683.71,27381.56,10207.85,7480.6,5903.41,"flagellar protein FlaG"
"ko:K07735",12534.79,2790.83,5289.42,8521.4,2221.36,5944.2,8632.75,1255,1381.41,6119.5,5436.93,4360.36,1528.64,2815.67,9212.61,8995.83,19691.37,916.83,6979.75,3285.75,5895.72,"putative transcriptional regulator"
"ko:K02299",12600.79,3366.5,5963.37,8535.4,1886.29,4977.4,8685.75,1967,1016.36,5852.5,7332.36,3835.28,1326.81,3001.67,8272.13,13788.5,15716.54,1341,4999.5,3319.75,5889.245,"cytochrome o ubiquinol oxidase subunit III"
"ko:K07085",12481.79,2775.83,1774.92,8523.5,5660.56,3340.5,6212,652,34487.86,5612.5,5214.08,3492.91,2634.36,3161.71,8079.36,5903.5,202,292,3714,3221.5,5871.844,"putative transport protein"
"ko:K12257",1371.53,232.27,1211.39,5319.87,12469.92,2741.2,982,1040,23389.56,1101.42,3927.28,6033.38,3854.83,245.66,4904.38,3030.95,7681.78,27195.98,10430.28,255.6,5870.964,"SecD/SecF fusion protein"
"ko:K11939",12600.79,3050.5,6079.55,8539.9,1895.72,6116.2,8685,906,1033.66,5850.5,7314.36,4873.43,1547.98,2998.67,8222.03,13792.5,14530.88,1216,5105.25,3058.5,5870.871,"inner membrane transporter RhtA"
"ko:K02118",1156.19,51.73,1890.09,5543.2,9780.4,27934,0,0,5860.09,900.92,4501.13,1753.75,3179.63,229.16,5917.36,1795.31,10864.86,28186.34,7686.22,6.6,5861.849,"V/A-type H+/Na+-transporting ATPase subunit B"
"ko:K00333",171,848.33,1340.44,229.24,547.67,1627,6500,29934,34000.05,1250,2328.66,3861.84,1803.76,142.67,1940.97,7573.4,19325.64,1491.18,1653.2,554,5856.1525,"NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]"
"ko:K02119",1112.19,51.73,1888.59,5521.2,9126,27934,0,0,5832.09,865.92,4490.13,1749.62,3148.23,232.16,5994.86,1870.64,10748.19,28599.34,7776.6,6.6,5847.4045,"V/A-type H+/Na+-transporting ATPase subunit C"
"ko:K03394",1043.85,501.73,5485.98,5186.27,15715.65,2051.2,992.75,1077,23057.26,779.42,4481.38,3571.37,5467.56,293.87,3208.59,2008.8,4012.03,28438.11,9091.59,451.85,5845.813,"precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]"
"ko:K09065",12504.79,2618.5,5091.13,8473.17,2621.12,4907,5186.75,26,17949.16,5515.5,5392.69,4595.64,491.04,2884.71,8427.93,6322,13059,576,6842.75,3315.75,5840.0315,"N-acetylornithine carbamoyltransferase [EC:2.1.3.9]"
"ko:K02745",12706.36,4604.23,5676.78,9269.5,2738.96,17413.3,4243,253.4,4446.85,6276.63,7090.53,4943.23,2906.4,3060,8161.63,6557.84,847,2724,5217.69,7651.5,5839.4415,"N-acetylgalactosamine PTS system EIIB component [EC:2.7.1.-]"
"ko:K00005",199.9,1921.4,5491.62,1840.8,5969.85,43733.3,411.75,158.4,5174.48,1183.62,2689.03,13580.57,6423.33,244.07,4108.94,1099.5,3096.29,3584.34,3341.32,12417.25,5833.488,"glycerol dehydrogenase [EC:1.1.1.6]"
"ko:K02300",12600.79,3050.5,5797.21,8487.9,1886.29,4965.4,8685.75,1967,1016.36,5824.5,7332.36,3835.28,1282.64,2963,8185.63,13677,15421.2,1327,4999.5,3319.75,5831.253,"cytochrome o ubiquinol oxidase subunit IV"
"ko:K01206",206.83,145.65,858.89,328,4051.88,42272,2946,48,50871,916,447,3908.29,2155.43,4,2017.67,98.33,2266.41,372.14,2192.7,501,5830.361,"alpha-L-fucosidase [EC:3.2.1.51]"
"ko:K03757",12659.79,3149.5,8986.83,8505.5,2171.29,4050,4489,66,1166.86,5531.5,9066.22,3184.08,185.78,3055.13,7762.29,10282.5,21817,2078,5426.25,2955.5,5829.451,"cadaverine:lysine antiporter"
"ko:K10670",19.6,262.8,4058.8,8477.94,777.79,0,0,0,11463.4,897.2,8660.76,511.28,29.2,437.6,7213.24,2402.6,8162,57792.8,5351.38,53.2,5828.5795,"glycine/sarcosine/betaine reductase complex component A [EC:1.21.4.2 1.21.4.3 1.21.4.4]"
"ko:K02439",12593.79,2985.5,5548,8439.5,1910.29,3650,4233,120.5,1523.86,5442.5,7534.36,2275.18,237.14,2915,8055.23,11158.5,25248.6,1540.8,8153.1,2921.5,5824.3175,"thiosulfate sulfurtransferase [EC:2.8.1.1]"
"ko:K01546",12941.62,4854.63,6006.02,9356.7,5204.71,4547,4337,1112.4,4348.22,6684.89,7237.36,7635.08,4175.07,3018.83,8814.79,6649.37,2513.41,2776.37,6603.03,7652.1,5823.43,"potassium-transporting ATPase potassium-binding subunit"
"ko:K00261",1291.14,183.73,2974.97,5360.27,14564.25,236,300.75,149,7293.4,1295.42,5133.99,2767.08,2967.7,575.25,6031.82,1906.46,23984.7,30014.33,9086.59,287.85,5820.235,"glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]"
"ko:K02742",12593.79,2875.5,5527,8439.5,1910.29,3650,4243.75,33,1496.36,5460.5,7509.36,2285.03,216.64,2915,8050.43,11149,25233,1406,8084.25,3182.75,5813.0575,"SprT protein"
"ko:K01607",135.67,2027.28,1033.68,199.57,16005.83,14635.7,695.75,2422.4,3384.16,1609.44,1529.39,8476.59,11834.79,426.89,3741.73,303.58,30675.42,826.45,10905.6,5002.25,5793.6085,"4-carboxymuconolactone decarboxylase [EC:4.1.1.44]"
"ko:K11743",12593.79,2875.5,5557,8443.17,1919.72,3601,4243.75,33,1496.36,5460.5,7507.69,1713.03,216.64,2924,8090.43,11163,25294,1408,8085.25,3182.75,5790.429,"spermidine export protein MdtJ"
"ko:K00040",13309.57,2603.5,4814.1,8419.5,13008.29,19074.4,4467,2655,572.5,5278.32,5317.51,3490.44,3376.49,3126.78,7730.92,6543.83,2890,443,5759.05,2887.5,5788.385,"fructuronate reductase [EC:1.1.1.57]"
"ko:K02297",12600.79,3050.5,5803.21,8487.9,1886.29,4962.2,8685.75,1094,1016.36,5824.5,7332.36,3835.28,1282.64,2963,8184.03,13678,15421.2,1327,4999.5,3319.75,5787.713,"cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]"
"ko:K02775",12731.5,2650.5,1958.98,8442.5,6485.58,30891.5,4178,63,1669.13,5319.65,5250.59,1960.52,4496.04,5469.36,9692.86,5906.84,1146.67,335,4146.02,2887.5,5784.087,"galactitol PTS system EIIC component"
"ko:K07115",12534.79,2886.5,5531.43,8437.4,1835.29,4925.2,8632.75,1195,1108.61,6084.5,5383.36,3874.28,1405.14,2881,8672.11,9075.33,19649.37,835.83,7312.5,3285.75,5777.307,"23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]"
"ko:K02122",1112.19,51.73,1855.59,5458.2,9224,27934,0,0,5588.09,865.92,4454.13,1753.75,3148.23,229.16,5462.86,1791.64,10832.19,28131.34,7633.72,6.6,5776.667,"V/A-type H+/Na+-transporting ATPase subunit F"
"ko:K00691",5.06,1972.4,378.83,164,9642.24,28909.8,1194,213.4,19390.8,1028.97,1117.2,14626.38,13216.38,4,4583.87,83.33,2120.29,370.14,4123.3,12300,5772.2195,"maltose phosphorylase [EC:2.4.1.8]"
"ko:K19804",12600.79,3160.5,5513.6,8446.4,1886.29,4194,8649,355,1000.11,6147.5,7299.36,2919.03,1270.14,2924,7979.51,13823.83,17800.37,1407.83,4969.25,3058.5,5770.2505,"lipopolysaccharide assembly protein B"
"ko:K03831",12600.79,3050.5,5520.1,8446.4,1886.29,4194,8659.75,221,1008.61,6147.5,7299.36,2907.41,1249.64,2915,7967.51,13824.33,17774.37,1388.83,4974.37,3319.75,5767.7755,"molybdopterin adenylyltransferase [EC:2.7.7.75]"
"ko:K00158",12481.79,2660.83,4757.39,8373,14797.96,17884,4162.75,156,911.36,5269.67,5176.76,3598.01,10461.21,2878,7461.1,6330.5,328,411.11,4041.5,3148.75,5764.4845,"pyruvate oxidase [EC:1.2.3.3]"
"ko:K05685",12562.5,3160.5,5811.83,8487,1886.29,4282,8650.5,206,1023.97,5842.5,7335.36,3756.8,1437.31,2963,8191.51,13685.33,15741.17,1365.83,5100.37,3581,5753.5385,"macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]"
"ko:K15777",12695.99,2793.5,5379.09,8395.9,1826.29,5363,9592,175,17300.02,6156.32,5343.36,5421.32,1566,2917.03,7539.72,11927.57,3111.94,343.75,3997.5,3191.5,5751.84,"4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]"
"ko:K05812",12527.79,2601.5,4865.2,8391.3,1859.29,3611,4206.75,0,1571.36,5371.5,5554.36,2842.78,404.64,2842,8632.76,6474.33,29175.4,900.33,10049.5,3148.75,5751.527,"DTW domain-containing protein"
"ko:K00242",12534.79,3202.5,5209.59,8484.9,1835.29,4303.2,8632.75,1234,1100.61,6094.5,5380.36,3753.28,1312.14,2919.67,8758.61,9093.33,19973.71,868.83,6979.5,3285.75,5747.8655,"succinate dehydrogenase / fumarate reductase, membrane anchor subunit"
"ko:K10804",12534.79,2776.5,5286.43,8453.9,1835.29,4245,8632.75,188,1269.36,6066.5,5617.36,3813.28,1291.64,2885,8503.43,11843,18535.2,780,7030.5,3285.75,5743.684,"acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]"
"ko:K01273",1252.32,663.61,3130.26,5348.7,9621.64,1862.2,105,1267,8424.87,1065.93,6688.59,3275.53,2412.11,418.3,4819.68,7772.29,20021.01,30042.81,6489.06,145.6,5741.3255,"membrane dipeptidase [EC:3.4.13.19]"
"ko:K02454",12601.65,2729.5,3181.6,8485.7,3540.86,3560.7,4445.75,1504,2909.36,6441.5,6534.47,4780.89,556.67,3146,9759.09,6177.33,19853.2,3839.13,7571.96,3174.75,5739.7055,"general secretion pathway protein E [EC:7.4.2.8]"
"ko:K00010",12616.24,6128.18,1217.99,10325.8,2619.49,3616.8,4471,1480.8,5086.28,7075.1,7337.9,9217.05,3529.34,2886.79,9463.59,6333.15,2006.19,630.36,6363.55,12369.5,5738.755,"myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]"
"ko:K00982",12534.79,3518.5,5265.09,8484.9,1835.29,4312,8632.75,361,1112.61,6140.5,5383.36,3858.53,1363.31,2919.67,8770.01,9134.83,19986.71,868.83,7004.25,3285.75,5738.634,"[glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]"
"ko:K21405",339.29,49.66,1931.3,6908.3,46,14993,186,596,6622.76,1023.64,4138.75,9762.7,1265.36,277.72,6376.05,1751.23,19624.18,27112.3,4319.8,7392,5735.802,"sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR"
"ko:K03813",12604.5,3050.5,5599.86,8472.17,1781.29,3992.5,8497,33,980.72,5816.5,7315.83,2479.93,1193.5,2787.29,8116.33,13823.83,18706,1476.33,4918.5,3058.5,5735.204,"molybdenum transport protein [EC:2.4.2.-]"
"ko:K10206",1066.6,294.88,1604.71,230.34,20355.98,1091,1976,81,37652,1034,1420.12,4890.11,5285.45,108.5,2514.19,1954.65,15203.42,3264.27,14193.59,445,5733.2905,"LL-diaminopimelate aminotransferase [EC:2.6.1.83]"
"ko:K06903",193.29,274,1036.88,91.9,587.29,790.5,4547,88610,794.11,514,279.72,2262.42,1209.28,3112,417.18,5579,3534.37,156.61,244,284,5725.8775,"uncharacterized protein"
"ko:K01638",12597.17,3019.38,1641.08,8506.4,2098.29,4452,4257.75,347,2846.36,5826.5,5486.79,4148.01,1126.74,2947.17,9528.98,7652.15,20407.83,1397.09,12848.75,3236.75,5718.6095,"malate synthase [EC:2.3.3.9]"
"ko:K18691",12504.79,2618.5,4936.47,8469.5,2151.69,3748,5250.75,16,17948.36,5515.5,5386.79,4051.1,289.61,2996,8313.93,6323,12988,570,6841.75,3315.75,5711.7745,"membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]"
"ko:K09685",1195.03,2305.01,1737.92,1051.2,11527.67,16240.8,212,275.4,6451.56,1226.39,2425.15,16387.03,14856.68,189.66,4761.65,2079.95,4625.07,3628.01,10765.08,12244.6,5709.293,"purine operon repressor"
"ko:K07396",12553.5,2875.5,5192.67,8440.9,1805.29,3456,4134,33,1469.72,5442.5,7496.5,1807.57,79.86,2787.29,8144.62,11078.9,25265.27,1430.97,7746.5,2921.5,5708.103,"putative protein-disulfide isomerase"
"ko:K03113",12504.79,2618.5,4841.8,8454.5,2151.69,4628,5153.75,26,17932.16,5507.5,5385.36,3570.43,324.04,2842,8207.26,6325.33,12878,575.33,6761.75,3315.75,5700.197,"translation initiation factor 1"
"ko:K01637",12597.17,2703.38,1668.41,8565.9,1993.29,4442,4224.75,198,2846.36,5798.5,5478.36,3564.3,1144.51,2943.17,9662.05,7865.15,20764.5,1404.09,12847.75,3236.75,5697.4195,"isocitrate lyase [EC:4.1.3.1]"
"ko:K07113",12597.17,2813.38,5288.15,8457,1986.29,4837,4204.75,212,3092.61,5503.5,5629.36,3598.55,1118.67,2938.17,9153.47,7874.82,16896.12,1559.37,12940.5,3236.75,5696.8815,"UPF0716 protein FxsA"
