"pathway","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","max_abundance","median_abundance","prevalence","prevalence_pct","description","description_lower","category"
"PWY-5918",14039.1800759221,3858.30900596951,6688.7109918372,10496.9420953145,4794.34373728045,6944.14966648187,7843.09079658256,1567.90723578854,5199.91970947898,6997.90145652161,8904.34306363896,7605.57221712994,4105.71834564042,3475.7271794222,11552.3456291376,13131.1137927309,31801.7110330826,2716.44999647698,15739.8044219958,3854.08473752755,8565.86625939802,31801.7110330826,7301.73683682578,23,115,"superpathway of heme b biosynthesis from glutamate","superpathway of heme b biosynthesis from glutamate","Biosynthesis"
"HEME-BIOSYNTHESIS-II",12703.0275975384,3349.9727725948,6745.51002641696,9717.71589163219,2498.21710228112,6305.41075130299,5874.68860850125,30791.1842592774,3404.47600834385,6372.33752787103,7236.59833557578,6175.70063667953,2668.82002343086,3067.91207644661,10998.2822347581,9492.7637882223,24734.2355237343,1477.81742500927,13242.2159102936,4099.28240891076,8547.80844544105,30791.1842592774,6558.92377714399,23,115,"heme b biosynthesis I (aerobic)","heme b biosynthesis i (aerobic)","Biosynthesis"
"PWY-5100",2631.25560908933,2973.4425555727,3245.3129297342,3288.70764955348,23197.4237224695,18546.0064311048,820.777589377324,538.639279920216,15001.803508203,2802.15730310026,5142.79792997286,19006.1075180182,13508.8671639103,420.992053691686,10732.5279830236,3220.82210354237,8454.86985958462,6474.77712188066,15788.1158084181,15008.4252591167,8540.1914689642,23197.4237224695,7464.82349073264,23,115,"pyruvate fermentation to acetate and lactate II","pyruvate fermentation to acetate and lactate ii","Fermentation"
"PWY-I9",15248.5093941343,4796.37528281665,7757.88889435953,11196.5496543119,7453.28974913828,20738.861372014,6508.051925044,514.535791079584,5631.84183403482,7815.13799663784,8837.60351413258,8882.97306423729,4850.64938053971,3477.30903838498,12050.2382592971,11284.8776550014,7322.94933442314,4814.90230865484,15560.8667628942,5416.77646261629,8508.00938368762,20738.861372014,7786.51344549869,23,115,"L-cysteine biosynthesis VI (from L-methionine)","l-cysteine biosynthesis vi (from l-methionine)","Biosynthesis"
"PWY-5897",12773.4634224255,4910.36447154718,5495.40754164333,8575.7573223506,5216.0704883823,23590.8168065592,6486.41794448257,487.987641147745,15379.4278060489,6775.64729124431,7230.80605815866,11766.6312543557,9305.44121207529,2992.11531621407,11737.0610653813,9525.84253078266,5832.69286097212,1673.07441473547,13560.0693060358,6535.04786542752,8492.50713099851,23590.8168065592,7861.65659457858,23,115,"superpathway of menaquinol-11 biosynthesis","superpathway of menaquinol-11 biosynthesis","Biosynthesis"
"PWY-5898",12773.4634224255,4910.36447154718,5495.40754164333,8575.7573223506,5216.0704883823,23590.8168065592,6486.41794448257,487.987641147745,15379.4278060489,6775.64729124431,7230.80605815866,11766.6312543557,9305.44121207529,2992.11531621407,11737.0610653813,9525.84253078266,5832.69286097212,1673.07441473547,13560.0693060358,6535.04786542752,8492.50713099851,23590.8168065592,7861.65659457858,23,115,"superpathway of menaquinol-12 biosynthesis","superpathway of menaquinol-12 biosynthesis","Biosynthesis"
"PWY-5899",12773.4634224255,4910.36447154718,5495.40754164333,8575.7573223506,5216.0704883823,23590.8168065592,6486.41794448257,487.987641147745,15379.4278060489,6775.64729124431,7230.80605815866,11766.6312543557,9305.44121207529,2992.11531621407,11737.0610653813,9525.84253078266,5832.69286097212,1673.07441473547,13560.0693060358,6535.04786542752,8492.50713099851,23590.8168065592,7861.65659457858,23,115,"superpathway of menaquinol-13 biosynthesis","superpathway of menaquinol-13 biosynthesis","Biosynthesis"
"PWY-8004",16613.0769277462,5167.89607406839,6994.24470913102,12615.2014758689,6687.4530785407,12515.7378329207,7289.88845610071,1579.29291939815,4539.80344709986,8349.95545549525,9286.87250131281,7497.09116873504,473.209261535196,3794.80856865109,14940.753079482,10407.3109924039,15967.8836879482,1731.19732940188,12978.0776962353,8737.23698309273,8408.34958225841,16613.0769277462,8379.15251887683,23,115,"Entner-Doudoroff pathway I","entner-doudoroff pathway i","Energy Metabolism"
"PWY-2941",3672.41110477598,5386.16373397906,3593.46979714568,3201.64043142809,19090.2118305827,22132.4266619202,1235.78665629875,1126.88528927719,14463.3943299748,4603.46895543161,7108.63638681617,14798.4598546589,16861.1360918461,502.061155808453,10470.0585269029,1267.34914112126,7941.62555817899,6800.29933879777,13845.715049338,9964.91504176927,8403.30574680259,22132.4266619202,7525.13097249758,23,115,"L-lysine biosynthesis II","l-lysine biosynthesis ii","Biosynthesis"
"HEME-BIOSYNTHESIS-II-1",12703.0275975384,3425.78043590435,7064.90135409218,9717.71589163219,2498.21710228112,6305.41075130299,5874.68860850125,30791.1842592774,3649.4218625871,6372.33752787103,7615.33439714028,5015.78583598606,825.831720785983,3087.84336525903,10998.2822347581,9512.13601283665,24734.2355237343,3272.83145818266,9752.39749118583,4099.28240891076,8365.83229198838,30791.1842592774,6718.6194409816,23,115,"heme b biosynthesis V (aerobic)","heme b biosynthesis v (aerobic)","Biosynthesis"
"PWY0-845",16716.8510098012,4244.78812923246,6804.97699369338,11344.7038121176,4287.80434287446,9649.19743356154,7217.81376997123,336.589978616061,15138.3917319432,7844.05237179612,8015.64116497372,7415.39813089756,1225.49370103505,3789.84908195383,12340.3909020362,10670.0975804855,21737.8050506055,1575.69972776543,11290.0597759592,5124.82509916243,8338.52148942409,21737.8050506055,7929.84676838492,23,115,"superpathway of pyridoxal 5'-phosphate biosynthesis and salvage","superpathway of pyridoxal 5'-phosphate biosynthesis and salvage","Biosynthesis"
"PWY-1269",12678.79,3191.83,6111.96894262499,8587.31720597579,5271.1169898217,7250.61204750487,9718.43597786921,1483.96698113208,18408.1595009956,6391.5,7619.79839250375,5624.19899560995,1976.26649864159,2966.75997671064,9669.21663220688,13839.0523868524,32092.6050800598,1820.32958821301,8389.62467036043,3486.75,8328.91499335414,32092.6050800598,7435.20522000431,23,115,"CMP-3-deoxy-D-manno-octulosonate biosynthesis","cmp-3-deoxy-d-manno-octulosonate biosynthesis","Biosynthesis"
"PWY-5860",12678.5992544045,4918.45458584849,2475.07662221568,8506.77066234774,4469.92518084315,24130.7531106918,5384.45360904723,331.659438787155,11911.342045876,6645.39752177304,6526.43834809232,15166.3321036687,10018.8555392127,2921.83234795466,11847.3753026902,7724.76799349083,4223.95210247392,1250.21503071041,11927.8028291767,12622.1578628564,8284.10807460807,24130.7531106918,8004.43803404945,23,115,"superpathway of demethylmenaquinol-6 biosynthesis I","superpathway of demethylmenaquinol-6 biosynthesis i","Biosynthesis"
"NAGLIPASYN-PWY",12678.79,3194.6508133924,6144.05104454207,8610.14930749739,3196.12825071239,6220.19620043169,9843.66573851029,1487.70333646623,20038.7604744586,6420.58561535034,7627.72525056692,5795.72123692763,1794.46172446519,2970.20939420544,9774.0830468165,13857.0606189134,32140.2590443332,1831.05388029319,8402.63112193258,3513.51505941026,8277.07005796129,32140.2590443332,7024.15543295863,23,115,"lipid IVA biosynthesis (E. coli)","lipid iva biosynthesis (e. coli)","Biosynthesis"
"PWY-8073",12678.79,3194.6508133924,6144.05104454207,8610.14930749739,3196.12825071239,6220.19620043169,9843.66573851029,1487.70333646623,20038.7604744586,6420.58561535034,7627.72525056692,5795.72123692763,1794.46172446519,2970.20939420544,9774.0830468165,13857.0606189134,32140.2590443332,1831.05388029319,8402.63112193258,3513.51505941026,8277.07005796129,32140.2590443332,7024.15543295863,23,115,"lipid IVA biosynthesis (P. putida)","lipid iva biosynthesis (p. putida)","Biosynthesis"
"PWY0-1479",13413.4628196527,4573.0309296291,7381.75255374978,11478.3031722403,4159.91152285243,9578.43927164947,8513.56635962565,1713.8946378048,2915.68610307778,7342.14300393509,10115.4089101851,6933.14606560491,879.6537563263,3194.85833357542,13285.488100984,14382.5110608719,23034.0670950287,2905.91602659463,11773.6712182335,6874.78336189147,8222.48471517565,23034.0670950287,7802.11863446272,23,115,"tRNA processing","trna processing","Other Metabolic Pathways"
"PWY-5850",12768.496341515,4625.87525108427,3187.81723917531,8571.85893655914,5087.62320527118,23055.204748144,6325.64996446699,494.849698974463,14064.016558014,6678.43326016733,7091.31826528099,11980.0152052486,9418.47159272589,2987.21496842526,11489.5388435741,9283.80911278983,5969.80607456511,1651.83596016566,12960.4841806119,6655.62834289263,8217.39738748258,23055.204748144,7654.35782638179,23,115,"superpathway of menaquinol-6 biosynthesis","superpathway of menaquinol-6 biosynthesis","Biosynthesis"
"PWY-6467",12678.79,3191.83,6111.23,8586.4,3885.36,5981.2,9686.75,1477,18406.41,6391.5,7617.36,5646.93,1786.54,2954,9666.61,13838.33,32085.37,1819.83,8390.75,3486.75,8184.447,32085.37,7004.43,23,115,"Kdo transfer to lipid IVA III (Chlamydia)","kdo transfer to lipid iva iii (chlamydia)","Other Metabolic Pathways"
"PWY-6891",14699.2984383326,3909.31101079056,8132.65239984571,9759.65881374138,8933.02169855623,8144.89950106786,0,187.59230108326,5748.80935808344,7172.61049151209,9620.73157878926,7137.70674571815,2867.37830419745,3402.57460191004,11507.6087975641,15896.6846462442,20859.1897956636,4929.88957813095,16869.204653389,3720.8635509037,8174.98431327619,20859.1897956636,8138.77595045678,22,110,"thiazole component of thiamine diphosphate biosynthesis II","thiazole component of thiamine diphosphate biosynthesis ii","Biosynthesis"
"PWY-5913",15311.2885438811,3784.09617755258,5370.24418013976,10794.8842458565,6128.34766958535,6488.20150773349,7687.70118803063,2564.11425909958,11705.4685189433,7355.39081897768,7915.18457804233,5903.50114871117,4791.49212047764,3625.18139242687,11258.0244476557,10495.9802573076,25783.9019697935,1254.54135811663,11005.3089028061,4093.73112749948,8165.82922063184,25783.9019697935,7521.54600350415,23,115,"partial TCA cycle (obligate autotrophs)","partial tca cycle (obligate autotrophs)","Energy Metabolism"
"PWY-5838",12778.6302273597,4757.56346715251,5545.56964049449,8580.83294641355,5161.31703244297,19233.5417298908,6623.75782020755,534.511773501699,15922.9484718234,6776.71391564713,7297.43683838766,10976.5878429812,6978.83380763211,2993.45458141721,11759.0494515171,9715.21762238511,6315.47944022576,1728.94123558877,13155.0337720284,6290.00327450575,8156.27124458014,19233.5417298908,7138.13532300989,23,115,"superpathway of menaquinol-8 biosynthesis I","superpathway of menaquinol-8 biosynthesis i","Biosynthesis"
"PWY-6895",14450.4607394962,3930.62003019027,7378.64797044533,11082.7979267182,4762.08752680828,7376.51867155432,6062.78095232902,629.42331611532,13785.1041168348,7095.66471096504,8251.11242760465,7177.81749916763,1984.60744598457,3327.00527659287,12414.9569992307,9645.33089501873,23582.9758278453,2078.40564441533,11946.6717696457,5045.94689248328,8100.44683197227,23582.9758278453,7377.58332099982,23,115,"superpathway of thiamine diphosphate biosynthesis II","superpathway of thiamine diphosphate biosynthesis ii","Biosynthesis"
"ASPASN-PWY",13848.0395337456,3725.87536376542,7475.94486780286,11360.7973593806,7663.85056665715,7570.68971449155,4859.2460561067,206.996156809088,11639.2574941734,6482.75803010736,9278.97130045646,9298.24962718325,3716.70977577658,3171.78534547751,14865.0554081241,8398.19552311741,8047.50286447319,7930.62719748646,13748.1656408361,5354.04331432487,7932.13805701478,14865.0554081241,7931.38262725062,23,115,"superpathway of L-aspartate and L-asparagine biosynthesis","superpathway of l-aspartate and l-asparagine biosynthesis","Biosynthesis"
"PWY-5861",12693.5926168007,5145.61115252061,4902.61732283456,8520.03481259208,4555.64817371823,18393.0302981515,5712.73061451687,358.395073039997,13985.6051506173,6792.42945341289,6791.24995664355,12837.7648317881,6431.45074486728,2930.79528901371,12282.7987280179,8178.01459549093,4484.459282685,1316.88993441423,12176.3950708057,9865.31287277704,7917.74129873541,18393.0302981515,7355.08537607415,23,115,"superpathway of demethylmenaquinol-8 biosynthesis I","superpathway of demethylmenaquinol-8 biosynthesis i","Biosynthesis"
"PWY-6902",16196.9805156911,4235.77708279645,4766.90278888728,10999.7963571904,8557.65788675931,6048.97820136465,6912.41999452486,387.186982106401,22583.969960438,7220.44262878559,6946.58969997896,9182.98352744131,12000.8248117319,7312.27603205533,10036.8420566393,8013.70303094464,3057.3158416029,405.342358718177,8011.67930849524,4397.10049378562,7863.73847799687,22583.969960438,7588.0072550261,23,115,"chitin degradation II (Vibrio)","chitin degradation ii (vibrio)","Degradation"
"PWY-6305",16925.409648739,3872.05585943807,8281.16714775913,11465.4785744387,12734.9565459336,6946.49323242774,5697.8220121628,384.301222452697,5212.56733913546,7390.03893163848,7790.87370454387,5956.0707217615,5502.626912515,3899.62658884813,10954.7586659877,9492.53628091594,9086.19100523536,3939.28180718757,16316.3058605216,4152.18140634958,7800.0371733996,16925.409648739,7590.45631809118,23,115,"superpathway of putrescine biosynthesis","superpathway of putrescine biosynthesis","Biosynthesis"
"LIPASYN-PWY",12481.79,2618.5,2870.27,8373.4,1867.69,4419,5194,29636,17147.91,5716.5,5109.36,3402.93,416.64,2873,7414.68,5868.5,2735.31,30215.52,3505.75,3054.5,7746.0625,30215.52,5151.68,23,115,"phospholipases","phospholipases","Other Metabolic Pathways"
"COBALSYN-PWY",1408.09230193629,574.157410104204,6300.25479801521,5302.95907036802,20063.1037283484,2811.53397289331,1321.85650047089,1191.27413381148,24276.1746650014,1146.47815963507,5097.36201107584,4946.91507042397,6570.55340039529,402.641826640466,4772.01518999977,2351.8426259456,17555.0106591056,29402.0250451848,14798.5519794878,478.765550207317,7538.57840495254,29402.0250451848,5022.13854074991,23,115,"superpathway of adenosylcobalamin salvage from cobinamide I","superpathway of adenosylcobalamin salvage from cobinamide i","Salvage Pathways"
"PWY-7238",4689.15564214529,1084.26185054044,2954.62844255166,8676.8530125608,27953.5902649337,575.748675389273,1827.00093779306,255.512995896033,24138.2496942896,2578.77375373218,6602.60780146788,6212.29581620684,8305.98216912641,762.301651482648,6863.30595093099,3189.47176554838,5239.27313994876,29268.8606635628,7891.46371823441,363.242095616313,7471.62900209787,29268.8606635628,5725.7844780778,23,115,"sucrose biosynthesis II","sucrose biosynthesis ii","Biosynthesis"
"SO4ASSIM-PWY",16908.6980463263,4190.46526820989,2612.3942909488,11411.4345365788,4352.85506336368,6756.1873625898,5675.02434601038,1992.23289411018,2058.81373096165,7655.61082721355,7351.08051435077,5289.73008683624,2018.34160631813,3901.98425546672,12256.0032189284,8232.87159704826,25283.2557517145,1109.11696302638,15698.6440933892,4390.92779147587,7457.28361224338,25283.2557517145,6215.60585430009,23,115,"assimilatory sulfate reduction I","assimilatory sulfate reduction i","Sulfur Metabolism"
"PWY-5030",331.013705036269,3386.7095505847,3823.22940621862,11747.2276650282,4871.58532468828,59.0781215623958,370.92802373028,185.918721693425,10969.6070787136,3299.84657773414,11004.2597753704,11199.5360135229,3292.46642009922,889.389098282093,13587.2174965719,4937.23011375679,11172.1058778676,32346.5328779462,6793.56862120361,14438.9980958671,7435.32242827389,32346.5328779462,5865.3993674802,23,115,"L-histidine degradation III","l-histidine degradation iii","Degradation"
"PWY-7118",14525.7668702951,4031.11135145584,2753.775507064,10121.2950832494,3124.46190371067,7473.56977709157,5269.46603592098,1121.9850081775,5093.65536888321,7163.52368743403,6899.42563821268,6777.0184893293,1991.49536205203,3421.82789817148,12200.5870466732,9007.46563446852,21914.3803895429,2033.01430616042,15611.6733373799,5306.14033975666,7292.08195175147,21914.3803895429,6838.22206377099,23,115,"chitin deacetylation","chitin deacetylation","Other Metabolic Pathways"
"PWY-6353",1038.00327169531,1493.68219092993,10736.709760568,5660.01895636703,8923.81473822657,11564.1129358113,7382.63960200619,1625.78311948901,5549.18725094671,3899.44490543797,7075.42720011453,11360.95516596,6439.73829157544,1666.81065138491,6469.7167931149,13633.1022248525,24691.4865753693,5877.89702313635,8879.7934572396,606.759951345551,7228.75420327855,24691.4865753693,6772.57199661471,23,115,"purine nucleotides degradation II (aerobic)","purine nucleotides degradation ii (aerobic)","Degradation"
"PWY-6269",1371.85678349986,564.349367793013,4099.41950781153,5295.39306035783,18097.8279286588,2564.50804744835,1277.46364093058,1196.9245199886,24199.468899217,1110.25978125871,5060.8803704405,4629.18483657045,6092.88505779372,386.368538448191,4664.15058454725,2283.73962020004,17335.7374579446,29298.5130445365,13727.2317574603,474.059134933977,7186.51109699199,29298.5130445365,4646.66771055885,23,115,"superpathway of adenosylcobalamin salvage from cobinamide II","superpathway of adenosylcobalamin salvage from cobinamide ii","Salvage Pathways"
